Category,Headline,SubHeading,Link,isResult,isMaybe
Champions League,Niklas Landin 'havde aldrig drømt' om at vende tilbage til Kiel på den måde,Den danske målvogter spillede en storkamp mod sine tidligere holdkammerater fra Kiel.,https://www.dr.dk/sporten/haandbold/championsleague/niklas-landin-havde-aldrig-droemt-om-vende-tilbage-til-kiel-paa,False,
Champions League,Landin ejer stadig Kiel: Aalborg tromler forbi tysk gigant,Niklas Landin og Aalborg Håndbold vandt på udebane over tyske Kiel i Champions League.,https://www.dr.dk/sporten/haandbold/championsleague/landin-ejer-stadig-kiel-aalborg-tromler-forbi-tysk-gigant,True,
Golf,Vilde slag ændrer dansk golfspillers liv,Søren Broholt Lind kvalificerede sig onsdag til næste sæsons DP World Tour.,https://www.dr.dk/sporten/golf/vilde-slag-aendrer-dansk-golfspillers-liv,True,
Kort sport,Novak Djokovics sejr er godt nyt for Holger Rune i sæsonfinalerne,"Tennisstjernen Novak Djokovic vandt ganske vist over polske Hubert Hurkacz ved sæsonfinalerne i dag, men virkede ikke helt tilfreds.",https://www.dr.dk/sporten/seneste-sport/novak-djokovics-sejr-er-godt-nyt-holger-rune-i-saesonfinalerne,True,
Kort sport,Herfølges fodboldherrer har fået stjålet mesterskabspokal,Herfølge Boldklubs mesterskabspokal fra 2000 er blevet snuppet fra klubbens pokalskab.,https://www.dr.dk/sporten/seneste-sport/herfoelges-fodboldherrer-har-faaet-stjaalet-mesterskabspokal,False,
Kort sport,Clara Tauson knuser belaruser med to æg i comeback-uge,"Indtil onsdag havde Clara Tauson holdt turneringspause, siden hun i september trak sig fra en kamp mod Vera Zvonareva, men nu er hun tilbage.",https://www.dr.dk/sporten/seneste-sport/clara-tauson-knuser-belaruser-med-aeg-i-comeback-uge,True,
Kort sport,Dansk VM-bagspiller skifter Frankrig ud med Ungarn,Den danske håndboldspiller Kristina Jørgensen skifter Frankrig ud med Ungarn fra den kommende sæson.,https://www.dr.dk/sporten/seneste-sport/dansk-vm-bagspiller-skifter-frankrig-ud-med-ungarn,False,
Tennis,"Rune skal besejre verdens mest formstærke tennisspiller: 'Han slår, som en hest sparker'",Italienske Jannik Sinner har ramt topformen til sæsonfinalen.,https://www.dr.dk/sporten/tennis/rune-skal-besejre-verdens-mest-formstaerke-tennisspiller-hans-slaar-som-en-hest,False,
Kort sport,Den tyske ishockeyliga indfører krav om halsbeskyttelse,"Ulykken i Storbritanien, hvor den amerikanske ishockeyspiller Adam Johnson døde efter at have fået skåret halsen over af en skøjte, har nu fået Tyskland til at agere.",https://www.dr.dk/sporten/seneste-sport/den-tyske-ishockeyliga-indfoerer-krav-om-halsbeskyttelse,False,
Kort sport,Nicolai Højgaard åbner sæsonafslutningen på en førsteplads,"Den danske golfspiller Nicolai Højgaard fortsætter den fine form for sæsonen i DP World Tour Championship, der er sæsonens sidste turnering på den europæiske gofltur.",https://www.dr.dk/sporten/seneste-sport/nicolai-hoejgaard-aabner-saesonafslutningen-paa-en-foersteplads,True,
Cykling,Vingegaard utilfreds med Vuelta-håndtering: 'Det var ikke fedt',"Jonas Vingegaard fortæller til DR Sporten, at han blev stillet i en svær situation under dette års Vuelta a España.",https://www.dr.dk/sporten/cykling/vingegaard-foelte-sig-tvunget-til-koere-mod-sine-holdkammerater-i-vueltaen-det-var,False,
Kort sport,Roeren Sverri Nielsen er udtaget til OL i Paris,Danmarks Olympiske Komité har udtaget den dansk/færøske roer Sverri Nielsen til OL i Paris 2024. Det skriver Danmarks Idrætsforbund på sin hjemmeside.,https://www.dr.dk/sporten/seneste-sport/roeren-sverri-nielsen-er-udtaget-til-ol-i-paris,False,x
Kort sport,Viktor Axelsen er videre til kvartfinalen i Japan,"Verdens bedste badmintonspiller, Viktor Axelsen, er torsdag morgen dansk tid gået videre til kvartfinalen ved Japan Masters.",https://www.dr.dk/sporten/seneste-sport/viktor-axelsen-er-videre-til-kvartfinalen-i-japan,True,x
Basketball,Dansk landsholdsspiller oplevede ubehagelig træningskultur i USA: 'Jeg var virkelig bange',Den danske landsholdsspiller Julianna Okosun stoppede kortvarigt karrieren efter tre svære år i USA.,https://www.dr.dk/sporten/basketball/dansk-landsholdsspiller-oplevede-ubehagelig-traeningskultur-i-usa-jeg-var,False,
Kort sport,Signe Bruun og Real Madrid får point mod engelske mestre,"Den danske landsholdsangriber Signe Bruun tog onsdag aften hul på Champions League-gruppespillet med sin spanske klub, Real Madrid.",https://www.dr.dk/sporten/seneste-sport/signe-bruun-og-real-madrid-faar-point-mod-engelske-mestre,True,
Kort sport,Bakken Bears tager første sejr i Europa Cup,"Danske Bakken Bears fik onsdag aften sin første sejr i gruppespillet i FIBA Europa Cup i basketball, da man på hjemmebane slog FC Porto 113-99 efter dobbelt overtid.",https://www.dr.dk/sporten/seneste-sport/bakken-bears-tager-foerste-sejr-i-europa-cup,True,
Kort sport,Esbjerg sejrer i Metal Ligaen efter flot comeback,"Det startede knap så godt, da ishockeyholdet Esbjerg Energy onsdag aften tog imod Rødovre Mighty Bulls, men alligevel var det vestjyderne, der endte med en 4-3-sejr efter et flot comeback, hvor udvisninger blev afgørende.",https://www.dr.dk/sporten/seneste-sport/esbjerg-sejrer-i-metal-ligaen-efter-flot-comeback,True,
Kort sport,Brøndby spiller sig til tops med sejr over HB Køge,"Der var topkamp på programmet i kvindernes fodboldliga, da HB Køge onsdag aften tog imod Brøndby IF.",https://www.dr.dk/sporten/seneste-sport/broendby-spiller-sig-til-tops-med-sejr-over-hb-koege,True,
Herrelandsholdet,Celtic-stjerne rykker tættere på dansk landsholdsdebut: 'Det er megasejt at være her',"Matt O'Riley er vokset op i England, men kan meget vel få en rolle, når Danmark spiller de afgørende kampe om EM-billetten. ",https://www.dr.dk/sporten/fodbold/landsholdet/celtic-stjerne-rykker-taettere-paa-dansk-landsholdsdebut-det-er-megasejt,False,
Kort sport,Viborg lider overraskende hjemmenederlag i Kvindeligaen,"Det så fra start ud til, at Viborg HK ville levere den forventede pligtsejr onsdag aften, da holdet hjemme tog imod Ringkøbing, men sådan skulle det ikke gå.",https://www.dr.dk/sporten/seneste-sport/viborg-lider-overraskende-hjemmenederlag-i-kvindeligaen,True,
Tour de France,Vingegaard kommer til at savne nøglehjælpere: 'De er meget svære at erstatte',"Jonas Vingegaard er spændt på, hvad danskerens hold gør for at udfylde hullerne til næste års Tour de France.",https://www.dr.dk/sporten/cykling/tourdefrance/vingegaard-kommer-til-savne-noeglehjaelpere-de-er-meget-svaere-erstatte,False,
Kort sport,Tre danskere sikrer sig adgang til DP World Tour,"I den kommende sæson kan man se frem til tre nye danske bekendtskaber på DP World Tour, der tidligere har været kendt som European Tour.",https://www.dr.dk/sporten/seneste-sport/tre-danskere-sikrer-sig-adgang-til-dp-world-tour,False,x
Sejlsport,Danske sejleres 'kollektive nedsmeltning' giver nervøsitet inden OL,"Danmarks bedste sejlere i 49er, 49erFX og Nacra 17-klasserne leverede så dårlige resultater ved EM, at det skaber nervøsitet hos både sejlere og forbund frem mod OL.",https://www.dr.dk/sporten/sejlsport/danske-sejleres-kollektive-nedsmeltning-giver-nervoesitet-inden-ol,True,x
Kort sport,Alcaraz vinder uden besvær over russer ved sæsonfinalen,Den spanske tennisstjerne Carlos Alcaraz gav onsdag sig selv bedre muligheder for at nå semifinalerne i ATP Finals.,https://www.dr.dk/sporten/seneste-sport/alcaraz-vinder-uden-besvaer-over-russer-ved-saesonfinalen,True,
Kort sport,Jonas Vingegaards stjernekollega satser på Giro d'Italia,"I den kommende sæson går Wout Van Aert efter at vinde det store italienske cykelløb, Giro d'Italia.",https://www.dr.dk/sporten/seneste-sport/jonas-vingegaards-stjernekollega-satser-paa-giro-ditalia,False,
Sejlsport,Dansk windsurfer misser VM-titel efter diskvalifikation for ulovligt sejl,"Den danske windsurfer Johan Søe lå til at vinde den samlede World Tour, men på grund af et ulovligt sejl blev han diskvalificeret i årets sidste konkurrence.",https://www.dr.dk/sporten/sejlsport/dansk-windsurfer-misser-vm-titel-efter-diskvalifikation-ulovligt-sejl,False,
Kort sport,Jonas Vingegaard flytter til Schweiz,Jonas Vingegaard er flyttet fra Glyngøre til Schweiz.,https://www.dr.dk/sporten/seneste-sport/jonas-vingegaard-flytter-til-schweiz,False,
Kort nyt,Investorer drømmer om kæmpestadion i Aalborg,"Et omfattende byggeprojekt er lige nu på tegnebrættet i Aalborg. Og hvis planerne gennemføres, kan storbyen se frem til et nyt stort fodboldstadion.",https://www.dr.dk/nyheder/seneste/investorer-droemmer-om-kaempestadion-i-aalborg,False,
Kort sport,Axelsen tager suveræn comeback-sejr efter skadespause,"Han lignede sig selv, Viktor Axelsen, da han natten til onsdag dansk tid gjorde comeback efter en skadespause.",https://www.dr.dk/sporten/seneste-sport/axelsen-tager-suveraen-comeback-sejr-efter-skadespause,True,
Tennis,"Her er Holger Runes simple, men svære vej til semifinalen",Holger Rune skal slå Jannik Sinner for at nå semifinalen ved sæsonfinalen.,https://www.dr.dk/sporten/tennis/her-er-holger-runes-simple-men-svaere-vej-til-semifinalen,False,
Kort sport,"Brandvarm NHL-dansker scorer igen, igen",Danske Nikolaj Ehlers er brandvarm for tiden.,https://www.dr.dk/sporten/seneste-sport/brandvarm-nhl-dansker-scorer-igen-igen,False,
Ishockey,Ishockeyklub i nærmest euforisk tilstand efter tæsk til tophold,Herning Blue Fox vandt tirsdag aften 6-0 i topkampen mod Aalborg Pirates.,https://www.dr.dk/sporten/ishockey/taesk-til-topholdet-giver-herning-kaempe-boost-jeg-vil-ikke-sige-vi-er-euforiske,True,
Kort sport,Her er de første fem nominerede til Årets Sportsnavn,"Badmintonspilleren Viktor Axelsen, cykelrytteren Cecilie Uttrup Ludwig, dressurrytteren Nanna Merrald, firekilometerholdet i banecykling og triatleten Magnus Ditlev er nomineret til prisen som Årets Sportsnavn i Danmark.",https://www.dr.dk/sporten/seneste-sport/her-er-de-foerste-fem-nominerede-til-aarets-sportsnavn,False,
Kort sport,Herning banker Aalborg i Metal Ligaens topbrag,Herning Blue Fox ligner det bedste hold i Metal Ligaen lige nu.,https://www.dr.dk/sporten/seneste-sport/herning-banker-aalborg-i-metal-ligaens-topbrag,True,
Badminton,Småskadet Viktor Axelsen overvejede at trække stikket for at nå det ultimative mål,"Den danske badmintonstjerne er ikke bleg for at lukke ned for i år, hvis han igen får ondt i sin fod.",https://www.dr.dk/sporten/badminton/smaaskadet-viktor-axelsen-vil-intet-risikere-ol-er-det-ultimative-maal,False,
Kort sport,En person er anholdt efter tragisk ishockeydødsfald,En mand er blevet anholdt mistænkt for uagtsomt manddrab i forbindelse med ishockeyspilleren Adam Johnsons død i en kamp i slutningen af oktober.,https://www.dr.dk/sporten/seneste-sport/en-person-er-anholdt-efter-tragisk-ishockeydoedsfald,False,
Tennis,"Holger Rune ærgrer sig på stjernes vegne, men glæder sig over én ting","Sejren mod Stefanos Tsitsipas kom ikke i hus på en måde, som Holger Rune havde håbet.",https://www.dr.dk/sporten/tennis/holger-rune-aergrer-sig-paa-stjernes-vegne-men-glaeder-sig-over-en-ting,True,
Kort sport,Landsholdsspiller bliver ikke klar til brag mod Slovenien,Andreas Skov Olsen kommer ikke i aktion i fodboldlandsholdets vigtige EM-kvalifikationskamp mod Slovenien fredag.,https://www.dr.dk/sporten/seneste-sport/landsholdsspiller-bliver-ikke-klar-til-brag-mod-slovenien,False,
Tennis,Græsk stjerne trækker sig fra opgør mod Rune,"Holger Rune nåede ikke at spille længe mod Stefanos Tsitsipas, før grækeren trak sig.",https://www.dr.dk/sporten/tennis/graesk-stjerne-traekker-sig-fra-opgoer-mod-rune,False,x
Live,ATP Finals: Rune - Sinner,"Hvad sker der? Holger Rune møder italienske Jannik Sinner i en kamp, der afgør danskerens skæbne ved ATP Finals.",https://sport.tv2.dk/live/tennis/2023-11-16-atp-finals-rune-sinner,False,
