Category,Headline,SubHeading,Link,isResult,isMaybe
Kort sport,Kevin Magnussen ender som nummer 14 i kvalifikationen til brasiliansk grand prix,Den danske racerkører Kevin Magnussen kunne ikke leve op til kvalifikationsresultatet fra sidste års Formel 1-grand prix i Brasilien.,https://www.dr.dk/sporten/seneste-sport/kevin-magnussen-ender-som-nummer-14-i-kvalifikationen-til-brasiliansk-grand,True,
Kort sport,Randers FC forhandler om et salg af klubben til udenlandske investorer,"Randers FC ender måske på udenlandske hænder. Det fortæller formanden for Randers FC Holding A/S, Svend Lynge Jørgensen, til fodboldmediet Bold.dk.",https://www.dr.dk/sporten/seneste-sport/randers-fc-forhandler-om-et-salg-af-klubben-til-udenlandske-investorer,False,
Ishockey,Nyopdaget dansk regel har fået klub til at investere heftigt i halsbeskyttere,"Det står i dansk ishockeys ligareglement, at halsbeskyttelse er obligatorisk, men det var hverken unionen eller klubber bekendt med.",https://www.dr.dk/sporten/ishockey/nyopdaget-dansk-regel-har-faaet-klub-til-investere-heftigt-i-halsbeskyttere,False,
Tennis,"Rune er med i eksklusiv klub, som har håneretten over verdensetteren",Fredag aften møder Holger Rune Novak Djokovic i kvartfinalen i ATP 1000-turneringen Paris Masters.,https://www.dr.dk/sporten/tennis/rune-er-med-i-eksklusiv-klub-som-har-haaneretten-mod-verdensetteren,False,
Kort sport,Uefa bliver medarrangør af fodboldprisen Ballon d'Or,"Fremadrettet skal Det Europæiske Fodboldforbund, Uefa, være med til at arrangere den store fodboldhæder Ballon d'Or. Det skriver Uefa på sin hjemmeside.",https://www.dr.dk/sporten/seneste-sport/uefa-bliver-medarrangoer-af-fodboldprisen-ballon-dor,False,
Kort sport,Viborg bekræfter forhandlinger om træner-salg,"Han har været med til at etablere Viborg FF som superligaklub, men nu kan cheftræner Jacob Friis være fortid i den midtjyske klub.",https://www.dr.dk/sporten/seneste-sport/viborg-bekraefter-forhandlinger-om-traener-salg,False,
Tennis,"Mens Djokovic kæmper med maven, har Rune fundet et ekstra gear",Fredag aften skal Holger Rune møde verdensetteren Novak Djokovic ved Paris Masters.,https://www.dr.dk/sporten/tennis/mens-djokovic-kaemper-med-maven-har-rune-fundet-et-ekstra-gear,False,
Kort sport,Dansk ungdomsverdensmester nomineret til det olympiske håb,I sommer blev den unge danske cykelrytter Albert Philipsen U19-verdensmester i både linjeløb og mountainbike-disciplinerne.,https://www.dr.dk/sporten/seneste-sport/dansk-ungdomsverdensmester-nomineret-til-det-olympiske-haab,True,
Tennis,Holger Rune cruiser forbi tysker og er klar til nyt tennisbrag mod Djokovic,Holger Rune slog torsdag aften tyske Daniel Altmaier i to sæt ved Paris Masters.,https://www.dr.dk/sporten/tennis/holger-rune-cruiser-forbi-tysker-og-er-klar-til-nyt-tennisbrag-mod-djokovic,True,
Kort sport,"Novak Djokovic var i problemer, men er videre til kvartfinale i Paris","Den serbiske verdensetter Novak Djokovic måtte slide for det, da han torsdag aften spillede sig videre til kvartfinalerne ved ATP 1000-turneringen Paris Masters.",https://www.dr.dk/sporten/seneste-sport/novak-djokovic-var-i-problemer-men-er-klar-til-kvartfinale-i-paris,True,
Kort sport,Brøndby og AGF går videre og skal møde hinanden i pokalkvartfinalen,Torsdag blev de sidste to kvartfinalister i den danske pokalturnering i fodbold fundet.,https://www.dr.dk/sporten/seneste-sport/broendby-og-agf-er-videre-i-pokalturneringen,True,
Kort sport,Håndboldherrerne slår Norge i Mikkel Hansens landsholdscomeback,"Der spilles om intet af sportslig betydning, blot muligheden for at sætte gode fornemmelser i banken, og det gjorde Danmarks håndboldherrer til dels torsdag aften med sejren på 27-24 over Norge ved træningsturneringen Golden League.",https://www.dr.dk/sporten/seneste-sport/haandboldherrerne-slaar-norge-i-mikkel-hansens-landsholdscomeback,True,
