0.03498429	-0.028188704	-0.0035678996	-0.029461537	-0.11766945	-0.009872575	-0.0009578903	-0.030571224	0.011471997	-0.007454414	-0.03845373	0.09951364	-0.039269906	-0.02013267	-0.06924365	-0.009179266	-0.013229526	0.06830339	0.06477542	0.08093022	-0.078095116	0.006773162	0.035696056	0.021202406	0.08392536	-0.015565534	-0.047015116	0.004236548
0.015535797	-0.0014072696	-0.048476037	-0.01576387	-0.043792844	-0.07980618	0.0009758733	0.026699767	0.100027874	-0.021118887	-0.08193016	0.0922913	-0.09746034	0.012373317	-0.00696794	0.012705331	-0.05426624	-6.05465e-06	0.0343576	-0.047652103	-0.11353518	0.0092048235	0.048688244	-0.013219609	0.020168548	0.049255837	-0.053049438	0.029763045
-0.084802136	-0.024796432	-0.015361693	-0.055690754	0.029676575	0.1247964	-0.01896697	-0.05348117	0.006649514	0.10204446	-0.0018952081	-0.024809599	-0.049087044	0.015326244	0.0019642005	0.07179362	-0.021615766	-0.08266537	-0.076090775	0.08097943	-0.040814813	0.066043526	0.043026596	0.10265258	-0.14045116	0.024639573	-0.0678501	0.029041382
-0.056290522	-0.08000597	-0.065775216	-0.004471494	-0.014053262	-0.0036119048	-0.05914554	0.07153037	0.121314555	-0.00056439074	-0.04448683	0.036096722	-0.043498326	-0.0051836176	-0.026208712	-0.011104997	-0.04489501	-0.023251811	-0.08836423	0.026814662	-0.11534638	0.03915806	0.008854881	-0.040545788	0.09040735	0.057269648	-0.050313253	-0.005024985
0.06131578	-0.029976655	-0.04451889	-0.036359143	-0.08739232	-0.013025636	-0.08013933	-0.070346795	0.034143988	0.019256517	-0.015685368	-0.0048990506	-0.039681632	-0.013051762	-0.07179906	-0.050318953	-0.12228029	0.041809443	-0.007474757	-0.004195339	-0.042604562	-0.011530131	0.040572766	0.033172242	0.03862063	0.018590774	-0.043243695	0.026881171
0.08343388	-0.040786512	-0.014976444	-0.055047903	-0.055647112	-0.011607208	-0.02290659	-0.05469681	-0.06012633	-0.014915349	-0.027541528	0.057160024	-0.071001895	-0.028791519	-0.038046703	-0.0041014063	-0.004443113	0.025858643	0.04972336	-0.01347847	-0.082006395	0.042861395	-0.03238856	-0.0414556	0.046777003	0.037175883	-0.08153829	-0.011479648
0.023167918	-0.024325196	-0.07371355	0.024101797	0.018594924	0.062184945	-0.05494999	-0.06171543	-0.020280896	0.067387484	0.016054608	0.027379068	-0.007979686	0.0028772566	-0.05694477	0.014553275	0.022615755	-0.03272916	0.047287744	-0.07539408	-0.0040618978	0.07214923	0.05265805	-0.03905978	0.039865837	0.0057581877	-0.013422896	0.021791304
-0.031208761	0.025492072	-0.0503122	0.030656425	0.043973476	0.015433321	0.012156961	0.010050648	-0.011215051	0.0163625	0.032624323	-0.007899368	-0.015508935	0.01362013	0.013729505	0.019088147	0.060590398	-0.02737906	0.02798351	0.045741014	-0.028321132	0.054545533	0.05680832	-0.066910654	-0.028356254	0.04995034	-0.052363448	0.000946733
0.064291574	-0.057137772	-0.006239553	-0.0059267557	0.016862735	-0.039353546	0.040572345	-0.019503335	-0.04251894	0.028967602	-0.052540056	-0.051411062	-0.015457264	0.010221498	-0.049977407	0.042365998	-0.045889094	0.028312352	0.022548636	-0.07208429	-0.017305786	0.115422025	-0.0407944	-0.031314608	0.046405558	-0.038650893	-0.043681737	0.0015463228
0.0028001438	0.026984336	-0.032129195	0.0027555863	-0.039591346	-0.005065005	0.0084844185	-0.021190641	-0.0018673773	-0.034894727	0.09177617	-0.007935185	0.040099956	-0.011055221	-0.0024847155	-0.0010086361	-0.031997915	0.014034547	-0.012602453	0.038703825	-0.0014552098	-0.038204312	0.02618466	0.03414379	-0.051600114	-0.04136714	0.005336249	-0.0005373164
0.0030291323	0.01924291	-0.0075063566	0.018353673	-0.003556401	-0.007957655	0.023131173	-0.029649915	0.007204811	0.006426355	0.007689917	0.05106767	-0.0008797654	-0.047776267	-0.053559706	-0.0020983662	-0.026704062	0.06734766	-0.037560295	-0.035670493	-0.041653246	0.03218334	-0.023053141	0.06769072	-0.001032292	-0.055616952	0.043625083	0.026965281
-0.018517861	0.010951923	-0.013191149	-0.025466744	0.001198211	0.056647927	-0.0014978641	-0.018191503	-0.008845555	0.07033989	7.1704766e-05	-0.020755174	-0.0058538634	0.05868636	0.016783318	0.007659668	0.012041151	-0.060642872	-0.009883317	0.008000311	0.0019853485	0.014407309	0.04058536	0.041654136	-0.017546283	-0.00675056	-0.015249854	-0.04977637
0.020853695	0.002097226	-0.013957021	-0.028662119	0.0030038639	-0.025864609	0.098216765	0.03179494	-0.055899452	0.01627667	-0.01299152	0.037078723	0.02611769	-0.0010723377	-0.0237573	0.02963625	-0.0047861547	-0.058610693	-0.011666436	-0.014995688	-0.024194503	-0.024488106	-0.0036521235	-0.038090583	0.0102189975	-0.013582552	-0.0052476674	0.030017694
0.019435292	-0.025806366	0.0011582788	-0.03655747	0.029013691	0.021194298	0.026785547	0.059218314	0.014396964	0.0014370867	-0.00012983999	0.020457672	0.023782905	0.007228476	0.047749564	0.008866941	0.02158561	-0.008235337	-0.04999369	-0.03501334	-0.028540986	0.043116275	0.010412505	0.036212754	-0.0045703016	-0.052490856	-0.046849687	0.015478929
